customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn,charge_per_tenure,effective_tenure_paid,revenue_potential,onlinesecurity_flag,onlinebackup_flag,deviceprotection_flag,techsupport_flag,streamingtv_flag,streamingmovies_flag,service_count,has_premium_services,has_phone,has_internet,has_bundle,loyalty_segment,contract_risk,is_electronic_check,is_auto_payment
2342-CKIAO,Female,0,0,0,2,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.3,41.2,0,10.15,2.0295566502463056,40.6,0,0,0,0,0,0,0,0,1,0,0,New (0-12m),3,0,0
6953-PBDIN,Male,0,1,0,70,1,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,0,Bank transfer (automatic),72.95,5265.55,0,1.0421428571428573,72.18026045236464,5106.5,0,1,1,1,1,0,4,1,1,1,1,Loyal (4-6yr),1,0,1
3898-BSJYF,Female,0,0,1,10,1,Yes,DSL,Yes,No,Yes,Yes,No,Yes,One year,0,Credit card (automatic),73.55,693.3,0,7.3549999999999995,9.426240652617267,735.5,1,0,1,1,0,1,4,1,1,1,1,New (0-12m),2,0,1
3938-YFPXD,Male,0,0,0,72,1,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),84.3,5997.1,0,1.1708333333333334,71.1399762752076,6069.599999999999,1,0,1,1,1,1,5,1,1,1,1,Loyal (4-6yr),1,0,1
7696-AMHOD,Female,0,1,1,49,1,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,0,Credit card (automatic),78.0,3824.2,0,1.5918367346938775,49.02820512820512,3822.0,0,1,1,0,1,1,4,1,1,1,1,Loyal (4-6yr),2,0,1
2453-SAFNS,Female,1,0,0,54,1,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,0,Mailed check,72.1,3886.05,0,1.335185185185185,53.89805825242719,3893.3999999999996,0,1,0,1,1,0,3,1,1,1,1,Loyal (4-6yr),2,0,0
9558-IHEZX,Female,0,0,0,71,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,1,Credit card (automatic),106.75,7283.25,0,1.5035211267605635,68.22716627634661,7579.25,1,1,1,0,1,1,5,1,1,1,1,Loyal (4-6yr),1,0,1
9617-UDPEU,Female,0,0,0,22,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,19.25,412.55,0,0.875,21.431168831168833,423.5,0,0,0,0,0,0,0,0,1,0,0,Developing (1-2yr),2,0,0
6340-DACFT,Female,0,1,1,50,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),20.55,1070.25,0,0.41100000000000003,52.08029197080292,1027.5,0,0,0,0,0,0,0,0,1,0,0,Loyal (4-6yr),1,0,1
4955-VCWBI,Female,0,1,1,43,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.0,817.95,0,0.46511627906976744,40.8975,860.0,0,0,0,0,0,0,0,0,1,0,0,Established (2-4yr),2,0,0
6813-GZQCG,Female,0,1,1,45,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),24.65,1171.3,0,0.5477777777777777,47.51724137931035,1109.25,0,0,0,0,0,0,0,0,1,0,0,Established (2-4yr),1,0,1
7426-GSWPO,Male,1,0,0,64,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),103.5,6548.65,0,1.6171875,63.271980676328496,6624.0,1,1,0,0,1,1,4,1,1,1,1,Loyal (4-6yr),3,0,1
3389-KTRXV,Female,0,1,1,23,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,23.85,625.65,0,1.0369565217391306,26.232704402515722,548.5500000000001,0,0,0,0,0,0,0,0,1,0,0,Developing (1-2yr),1,0,0
3118-UHVVQ,Female,0,1,0,68,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),25.8,1911.5,0,0.37941176470588234,74.0891472868217,1754.4,0,0,0,0,0,0,0,0,1,0,0,Loyal (4-6yr),1,0,1
1031-IIDEO,Female,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.85,70.85,1,70.85,1.0,70.85,0,0,0,0,0,0,0,0,1,1,1,New (0-12m),3,1,0
5832-XKAES,Male,0,0,0,2,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),69.8,134.7,1,34.9,1.9297994269340972,139.6,0,0,0,0,0,0,0,0,1,1,1,New (0-12m),3,0,1
3205-MXZRA,Male,0,0,0,26,1,No,DSL,No,No,No,Yes,Yes,No,One year,0,Credit card (automatic),59.45,1507.0,0,2.286538461538462,25.349032800672834,1545.7,0,0,0,1,1,0,2,0,1,1,1,Established (2-4yr),2,0,1
4701-AHWMW,Male,0,1,0,55,0,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),54.55,2978.3,1,0.9918181818181818,54.59761686526124,3000.25,0,0,1,1,1,1,4,1,0,1,0,Loyal (4-6yr),3,0,1
8317-BVKSO,Male,0,0,0,14,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,20.05,299.3,0,1.4321428571428572,14.927680798004987,280.7,0,0,0,0,0,0,0,0,1,0,0,Developing (1-2yr),3,1,0
5702-KVQRD,Male,0,1,0,71,1,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Electronic check,82.55,5832.65,0,1.162676056338028,70.65596608116293,5861.05,1,0,1,1,1,1,5,1,1,1,1,Loyal (4-6yr),1,1,0
0083-PIVIK,Male,0,0,0,64,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,0,Electronic check,81.25,5567.55,0,1.26953125,68.52369230769231,5200.0,1,1,1,1,1,0,5,1,1,1,1,Loyal (4-6yr),2,1,0
9210-IAHGH,Female,0,0,0,7,1,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),70.75,450.8,1,10.107142857142858,6.371731448763251,495.25,0,0,0,1,1,1,3,1,1,1,1,New (0-12m),3,0,1
6169-PGNCD,Female,0,0,0,57,1,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,1,Credit card (automatic),74.3,4166.35,0,1.3035087719298246,56.074697173620464,4235.099999999999,1,1,1,1,1,0,5,1,1,1,1,Loyal (4-6yr),1,0,1
0023-XUOPT,Female,0,1,0,13,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,0,Electronic check,94.1,1215.6,1,7.238461538461538,12.91817215727949,1223.3,0,1,1,0,1,0,3,1,1,1,1,Developing (1-2yr),3,1,0
4592-IWTJI,Female,0,1,1,3,0,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,0,Credit card (automatic),29.7,91.7,1,9.9,3.087542087542088,89.1,1,0,0,0,0,0,1,0,0,1,0,New (0-12m),3,0,1
4909-JOUPP,Male,1,1,0,72,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),109.7,7898.45,0,1.5236111111111112,72.00045578851413,7898.400000000001,0,1,1,1,1,1,5,1,1,1,1,Loyal (4-6yr),1,0,1
4657-FWVFY,Female,0,1,1,40,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,1,Credit card (automatic),96.35,3915.4,0,2.40875,40.63725998962118,3854.0,0,1,1,0,1,0,3,1,1,1,1,Established (2-4yr),3,0,1
2257-BOVXD,Male,0,1,0,14,1,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,1,Credit card (automatic),66.6,979.5,0,4.757142857142857,14.707207207207208,932.3999999999999,0,0,0,1,1,0,2,0,1,1,1,Developing (1-2yr),3,0,1
7729-JTEEC,Male,0,1,1,2,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,44.5,90.05,0,22.25,2.0235955056179775,89.0,0,0,0,0,0,0,0,0,1,1,1,New (0-12m),3,1,0
7632-MNYOY,Male,1,0,0,66,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,0,Credit card (automatic),110.9,7432.05,1,1.6803030303030304,67.01577998196574,7319.400000000001,0,1,1,1,1,1,5,1,1,1,1,Loyal (4-6yr),2,0,1
6518-LGAOV,Female,0,1,0,38,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,105.0,4026.4,1,2.763157894736842,38.346666666666664,3990.0,0,0,1,1,1,1,4,1,1,1,1,Established (2-4yr),3,1,0
7242-QZLXF,Male,0,0,1,1,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,25.3,25.3,1,25.3,1.0,25.3,0,0,0,0,0,0,0,0,0,1,0,New (0-12m),3,1,0
4576-CSAJH,Male,0,0,0,22,1,No,DSL,No,Yes,No,Yes,No,No,One year,1,Credit card (automatic),55.15,1193.05,1,2.506818181818182,21.632819582955577,1213.3,0,1,0,1,0,0,2,0,1,1,1,Developing (1-2yr),2,0,1
1000-AJSLD,Male,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.1,20.1,1,20.1,1.0,20.1,0,0,0,0,0,0,0,0,1,0,0,New (0-12m),3,0,0
9696-RMYBA,Male,0,0,0,5,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Mailed check,80.1,398.55,0,16.02,4.975655430711611,400.5,0,0,0,0,1,0,1,0,1,1,1,New (0-12m),3,0,0
8690-UPCZI,Male,0,1,1,29,1,Yes,DSL,Yes,No,No,Yes,Yes,No,One year,0,Bank transfer (automatic),69.05,1958.45,0,2.3810344827586207,28.36278059377263,2002.4499999999998,1,0,0,1,1,0,3,1,1,1,1,Established (2-4yr),2,0,1
1062-LHZOD,Male,0,1,1,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,69.9,69.9,1,69.9,1.0,69.9,0,0,0,0,0,0,0,0,1,1,1,New (0-12m),3,0,0
9770-LXDBK,Female,0,0,0,3,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.4,63.15,0,6.8,3.0955882352941178,61.199999999999996,0,0,0,0,0,0,0,0,1,0,0,New (0-12m),3,0,0
4086-WITJG,Male,0,1,1,71,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.7,1301.1,0,0.27746478873239433,66.04568527918782,1398.7,0,0,0,0,0,0,0,0,1,0,0,Loyal (4-6yr),1,0,1
8344-WFMFH,Male,0,0,1,9,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,50.1,484.05,0,5.566666666666666,9.661676646706587,450.90000000000003,0,1,0,0,0,0,1,0,1,1,1,New (0-12m),3,1,0
9600-NAXZN,Male,0,0,0,43,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,101.4,4528.0,1,2.358139534883721,44.65483234714004,4360.2,0,1,0,0,1,1,3,1,1,1,1,Established (2-4yr),3,1,0
8822-KNBHV,Female,0,0,0,48,1,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,1,Credit card (automatic),83.45,3887.85,0,1.7385416666666667,46.58897543439185,4005.6000000000004,1,1,1,0,1,1,5,1,1,1,1,Established (2-4yr),2,0,1
8404-FYDIB,Male,0,0,0,26,1,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,1,Credit card (automatic),86.65,2208.75,0,3.332692307692308,25.490478938257354,2252.9,1,1,0,0,0,0,2,0,1,1,1,Established (2-4yr),3,0,1
2791-SFVEW,Female,0,0,0,9,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),20.15,238.15,0,2.238888888888889,11.818858560794046,181.35,0,0,0,0,0,0,0,0,1,0,0,New (0-12m),3,0,1
6457-USBER,Male,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,80.8,80.8,1,80.8,1.0,80.8,0,0,0,0,0,1,1,0,1,1,1,New (0-12m),3,1,0
6762-NSODU,Female,0,1,1,46,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.4,958.15,0,0.42173913043478256,49.389175257731964,892.4,0,0,0,0,0,0,0,0,1,0,0,Established (2-4yr),1,0,1
4662-EKDPQ,Male,0,0,0,2,1,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,0,Bank transfer (automatic),62.05,118.3,1,31.025,1.9065269943593877,124.1,0,0,0,0,0,1,1,0,1,1,1,New (0-12m),3,0,1
9248-OJYKK,Male,1,0,0,1,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,76.45,76.45,1,76.45,1.0,76.45,0,0,0,0,0,0,0,0,1,1,1,New (0-12m),3,1,0
9888-ZCUMM,Male,0,1,1,64,0,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),60.05,3845.45,0,0.93828125,64.03746877601998,3843.2,1,0,1,1,1,1,5,1,0,1,0,Loyal (4-6yr),1,0,1
3398-FSHON,Female,1,0,0,12,1,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,91.3,1094.5,1,7.608333333333333,11.987951807228916,1095.6,0,1,0,0,1,0,2,0,1,1,1,New (0-12m),3,1,0
3319-DWOEP,Male,1,1,0,6,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,95.75,573.75,1,15.958333333333334,5.992167101827676,574.5,0,0,1,0,1,1,3,1,1,1,1,New (0-12m),3,1,0
1074-WVEVG,Female,0,1,0,59,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.35,1267.0,0,0.34491525423728814,62.260442260442254,1200.65,0,0,0,0,0,0,0,0,1,0,0,Loyal (4-6yr),2,0,0
9979-RGMZT,Female,0,0,0,7,1,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,1,Mailed check,94.05,633.45,0,13.435714285714285,6.73524720893142,658.35,0,1,0,0,1,1,3,1,1,1,1,New (0-12m),2,0,0
6437-UDQJM,Female,1,1,0,72,1,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,1,Credit card (automatic),84.1,6129.65,0,1.1680555555555554,72.88525564803805,6055.2,1,1,1,0,1,1,5,1,1,1,1,Loyal (4-6yr),1,0,1
1226-IENZN,Male,1,0,0,16,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,78.75,1218.25,0,4.921875,15.46984126984127,1260.0,0,0,0,0,0,1,1,0,1,1,1,Developing (1-2yr),3,1,0
2108-GLPQB,Male,0,1,0,25,1,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,0,Credit card (automatic),55.55,1405.3,0,2.222,25.2979297929793,1388.75,0,0,1,0,0,0,1,0,1,1,1,Established (2-4yr),3,0,1
9259-PACGQ,Female,0,1,0,34,1,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,0,Electronic check,62.65,2274.9,1,1.8426470588235293,36.31125299281724,2130.1,1,1,0,1,0,0,3,1,1,1,1,Established (2-4yr),3,1,0
4415-IJZTP,Female,0,0,0,1,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,74.5,74.5,1,74.5,1.0,74.5,0,0,0,0,0,0,0,0,1,1,1,New (0-12m),3,1,0
1465-VINDH,Female,0,1,1,10,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),102.1,1068.85,1,10.209999999999999,10.46865817825661,1021.0,0,1,1,0,1,1,4,1,1,1,1,New (0-12m),3,0,1
5474-LAMUQ,Male,0,1,0,24,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.1,533.9,0,0.8375,26.562189054726364,482.40000000000003,0,0,0,0,0,0,0,0,1,0,0,Developing (1-2yr),2,0,0
3468-DRVQJ,Female,0,1,1,10,1,Yes,DSL,Yes,Yes,No,No,Yes,No,One year,0,Electronic check,70.3,676.15,0,7.029999999999999,9.618065433854907,703.0,1,1,0,0,1,0,3,1,1,1,1,New (0-12m),2,1,0
1122-YJBCS,Male,0,1,0,69,1,No,DSL,Yes,Yes,No,No,No,No,One year,1,Credit card (automatic),53.65,3804.4,0,0.777536231884058,70.91146318732525,3701.85,1,1,0,0,0,0,2,0,1,1,1,Loyal (4-6yr),2,0,1
4990-ALDGW,Male,0,0,0,57,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.75,1118.8,0,0.36403508771929827,53.918072289156626,1182.75,0,0,0,0,0,0,0,0,1,0,0,Loyal (4-6yr),1,0,0
4816-OKWNX,Male,0,1,1,50,1,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),103.4,5236.4,0,2.068,50.642166344294,5170.0,0,1,1,1,1,1,5,1,1,1,1,Loyal (4-6yr),2,0,1
3315-IKYZQ,Male,0,1,1,28,0,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,One year,0,Mailed check,50.8,1386.8,0,1.8142857142857143,27.299212598425196,1422.3999999999999,1,0,1,1,1,0,4,1,0,1,0,Established (2-4yr),2,0,0
2810-FTLEM,Female,0,0,0,16,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,50.15,762.25,1,3.134375,15.199401794616152,802.4,1,0,0,0,0,0,1,0,1,1,1,Developing (1-2yr),3,1,0
4747-LCAQL,Male,0,0,0,25,1,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,1,Mailed check,79.0,1902.0,0,3.16,24.075949367088608,1975.0,1,1,0,1,1,1,5,1,1,1,1,Established (2-4yr),3,0,0
3411-WLRSQ,Female,1,1,0,3,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Bank transfer (automatic),74.6,239.05,0,24.866666666666664,3.204423592493298,223.79999999999998,0,1,0,0,0,0,1,0,1,1,1,New (0-12m),3,0,1
0898-XCGTF,Male,0,1,0,61,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,1,Bank transfer (automatic),96.5,5673.7,0,1.5819672131147542,58.79481865284974,5886.5,0,0,0,0,1,1,2,0,1,1,1,Loyal (4-6yr),2,0,1
8006-PYCSW,Female,0,0,0,2,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.1,39.8,0,10.05,1.9800995024875618,40.2,0,0,0,0,0,0,0,0,1,0,0,New (0-12m),3,0,0
8249-THVEC,Male,0,1,1,51,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.4,997.75,0,0.3803921568627451,51.430412371134025,989.4,0,0,0,0,0,0,0,0,1,0,0,Loyal (4-6yr),2,0,0
8722-PRFDV,Female,0,1,1,71,1,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,0,Credit card (automatic),77.55,5574.35,0,1.0922535211267606,71.88072211476468,5506.05,1,0,1,0,1,1,4,1,1,1,1,Loyal (4-6yr),1,0,1
2164-SOQXL,Female,0,1,1,20,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.05,406.05,0,1.0025,20.251870324189525,401.0,0,0,0,0,0,0,0,0,1,0,0,Developing (1-2yr),3,0,0
4020-KIUDI,Male,0,1,1,6,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),19.85,138.85,0,3.3083333333333336,6.9949622166246845,119.10000000000001,0,0,0,0,0,0,0,0,1,0,0,New (0-12m),3,0,1
5850-BDWCY,Female,0,0,0,6,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.2,123.65,0,3.3666666666666667,6.121287128712872,121.19999999999999,0,0,0,0,0,0,0,0,1,0,0,New (0-12m),3,0,0
2038-YSEZE,Female,0,0,0,29,1,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,0,Mailed check,67.45,1801.1,0,2.325862068965517,26.702742772424017,1956.0500000000002,1,1,0,1,0,0,3,1,1,1,1,Established (2-4yr),3,0,0
0827-ITJPH,Male,0,0,0,36,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),18.55,689.0,0,0.5152777777777778,37.14285714285714,667.8000000000001,0,0,0,0,0,0,0,0,1,0,0,Established (2-4yr),1,0,1
8799-OXZMD,Female,0,0,0,28,0,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,1,Mailed check,29.75,790.7,0,1.0625,26.578151260504203,833.0,0,0,1,0,0,0,1,0,0,1,0,Established (2-4yr),3,0,0
1925-TIBLE,Female,0,1,0,7,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,86.5,582.5,1,12.357142857142858,6.734104046242774,605.5,0,0,0,0,1,0,1,0,1,1,1,New (0-12m),3,1,0
8065-QBYTO,Female,1,0,0,71,1,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,1,Credit card (automatic),99.65,7181.25,0,1.4035211267605634,72.06472654290015,7075.150000000001,1,1,0,1,1,0,4,1,1,1,1,Loyal (4-6yr),2,0,1
1705-GUHPV,Female,0,0,0,63,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,24.2,1618.2,0,0.3841269841269841,66.86776859504133,1524.6,0,0,0,0,0,0,0,0,1,0,0,Loyal (4-6yr),1,0,0
4779-ZGICK,Male,0,1,1,48,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,23.55,1173.35,0,0.49062500000000003,49.82377919320594,1130.4,0,0,0,0,0,0,0,0,1,0,0,Established (2-4yr),1,0,0
0048-PIHNL,Female,0,1,0,49,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),20.45,900.9,0,0.4173469387755102,44.053789731051346,1002.05,0,0,0,0,0,0,0,0,1,0,0,Loyal (4-6yr),2,0,1
0818-OCPZO,Male,1,0,0,27,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,81.45,2122.05,1,3.0166666666666666,26.05340699815838,2199.15,0,1,0,0,0,0,1,0,1,1,1,Established (2-4yr),3,1,0
3967-KXAPS,Male,0,1,0,72,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),92.3,6719.9,0,1.2819444444444443,72.80498374864572,6645.599999999999,1,1,1,1,1,1,6,1,1,1,1,Loyal (4-6yr),1,0,1
1447-GIQMR,Male,0,1,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.15,69.15,1,69.15,1.0,69.15,0,0,0,0,0,0,0,0,1,1,1,New (0-12m),3,1,0
3704-IEAXF,Female,0,1,1,72,0,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Two year,0,Credit card (automatic),53.65,3784.0,0,0.7451388888888889,70.53122087604847,3862.7999999999997,0,1,0,1,1,1,4,1,0,1,0,Loyal (4-6yr),1,0,1
6810-VCAEX,Female,0,0,0,47,0,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,0,Credit card (automatic),39.65,1798.65,0,0.8436170212765958,45.36317780580076,1863.55,1,1,0,1,0,0,3,1,0,1,0,Established (2-4yr),2,0,1
0674-EYYZV,Female,0,0,0,1,1,No,DSL,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,54.65,54.65,0,54.65,1.0,54.65,0,0,0,0,1,0,1,0,1,1,1,New (0-12m),3,1,0
4480-MBMLB,Female,0,0,0,36,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Bank transfer (automatic),104.8,3886.45,0,2.911111111111111,37.084446564885496,3772.7999999999997,0,1,1,0,1,1,4,1,1,1,1,Established (2-4yr),2,0,1
1395-OFUWC,Male,0,1,1,43,0,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,0,Credit card (automatic),29.3,1224.05,0,0.6813953488372093,41.77645051194539,1259.9,0,1,0,0,0,0,1,0,0,1,0,Established (2-4yr),3,0,1
0822-QGCXA,Female,1,1,0,27,1,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,0,Electronic check,83.85,2310.2,0,3.105555555555555,27.551580202742993,2263.95,0,1,1,1,1,1,5,1,1,1,1,Established (2-4yr),3,1,0
0872-NXJYS,Female,0,0,0,9,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,79.55,723.4,1,8.838888888888889,9.09365179132621,715.9499999999999,0,0,0,0,0,1,1,0,1,1,1,New (0-12m),3,1,0
2832-KJCRD,Female,0,0,0,38,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,103.65,3988.5,0,2.7276315789473684,38.480463096960925,3938.7000000000003,0,0,1,1,1,1,4,1,1,1,1,Established (2-4yr),3,1,0
3588-WSTTJ,Female,1,0,0,35,1,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,99.05,3554.6,0,2.83,35.886925795053,3466.75,1,0,0,0,1,1,3,1,1,1,1,Established (2-4yr),3,1,0
4075-WKNIU,Female,0,1,1,0,1,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,0,Mailed check,73.35,73.35,0,73.35,1.0,0.0,0,1,1,1,1,0,4,1,1,1,1,New (0-12m),1,0,0
5090-EMGTC,Female,0,1,0,59,1,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,1,Mailed check,100.05,6034.85,0,1.6957627118644067,60.31834082958521,5902.95,0,1,0,1,1,1,4,1,1,1,1,Loyal (4-6yr),1,0,0
2346-CZYIL,Male,0,0,0,27,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),20.35,531.6,0,0.7537037037037038,26.12285012285012,549.45,0,0,0,0,0,0,0,0,1,0,0,Established (2-4yr),1,0,1
3798-EPWRR,Female,1,0,0,2,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,43.95,85.1,0,21.975,1.936291240045506,87.9,0,0,0,0,0,0,0,0,1,1,1,New (0-12m),3,1,0
6258-NGCNG,Male,0,0,0,7,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,23.5,173.0,0,3.357142857142857,7.361702127659575,164.5,0,0,0,0,0,0,0,0,1,0,0,New (0-12m),3,0,0
4186-ZBUEW,Female,0,0,0,36,1,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,1,Mailed check,70.7,2511.95,0,1.963888888888889,35.52970297029702,2545.2000000000003,0,1,0,1,0,1,3,1,1,1,1,Established (2-4yr),2,0,0
5274-XHAKY,Female,0,1,1,41,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),94.3,3893.6,0,2.3,41.28950159066808,3866.2999999999997,1,1,0,0,1,0,3,1,1,1,1,Established (2-4yr),3,0,1
1442-BQPVU,Female,0,0,0,13,0,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,0,Electronic check,29.15,357.15,0,2.2423076923076923,12.25214408233276,378.95,0,1,0,0,0,0,1,0,0,1,0,Developing (1-2yr),3,1,0
